Storage Location,Storage Type,Storage Bin,Material,Plant,Stock Category,Available stock,Pick quantity,Storage Unit,Storage Unit Type,Quant,Duration,GR Date
1,ST1,K09-02-B,AC08101CVR,3510,,20,0,7007100019,PAL,1000440858,257,7/12/18
1,ST1,K10-03-B,AC08101CVR,3510,,20,0,7007100020,PAL,1000440859,257,7/12/18
1,ST1,K12-02-A,AC08101CVR,3510,,20,0,7007900014,PAL,1000522184,160,8/13/18
1,ST1,K12-03-B,AC08101CVR,3510,,20,0,7007100018,PAL,1000440857,257,7/12/18
1,ST1,K14-02-A,AC08101CVR,3510,,20,0,7007100016,PAL,1000612524,34,7/12/18
1,ST1,K14-03-B,AC08101CVR,3510,,20,0,7007100017,PAL,1000440856,257,7/12/18
1,ST1,K16-02-C,AC08101CVR,3510,,20,0,7007100015,PAL,1000440851,257,7/12/18
1,ST1,L07-02-A,AC08101CVR,3510,,20,0,7007900018,PAL,1000522187,160,8/13/18
1,ST1,L19-04-A,AC08101CVR,3510,,20,0,7007900021,PAL,1000638399,5,8/13/18
2,ST1,N06-04-A,AC08101CVR,3510,,1,0,7700000069,PAL,1000636451,6,6/14/18
1,ST1,O13-04-B,AC08101CVR,3510,,14,0,7007900001,PAL,1000522185,160,8/13/18
1,ST1,S14-01-A,AC08101CVR,3510,,20,0,7007900035,PAL,1000474292,225,8/13/18
1,ST1,S18-01-B,AC08101CVR,3510,,20,0,7007900034,PAL,1000474291,225,8/13/18
1,ST1,X32-04-B,AC08101CVR,3510,,20,0,7007900006,PAL,1000590145,62,8/13/18
1,ST1,Y12-03-A,AC08101CVR,3510,,20,0,7007900019,PAL,1000521345,161,8/13/18
1,ST1,Y12-03-B,AC08101CVR,3510,,20,0,7007900017,PAL,1000521349,161,8/13/18
1,ST1,Y12-04-B,AC08101CVR,3510,,20,0,7007900020,PAL,1000521347,161,8/13/18
1,ST1,P08-03-A,AC08101FRT,3510,,18,0,7005420038,PAL,1000528216,149,2/22/18
1,ST1,P12-02-B,AC08101FRT,3510,,18,0,7005420036,PAL,1000528186,149,2/22/18
1,ST1,P13-04-A,AC08101FRT,3510,,20,0,7008040019,PAL,1000528175,149,8/16/18
1,ST1,P14-02-A,AC08101FRT,3510,,20,0,7008040018,PAL,1000528171,149,8/16/18
1,ST1,P14-03-B,AC08101FRT,3510,,20,0,7008040020,PAL,1000528168,149,8/16/18
1,ST1,P16-02-A,AC08101FRT,3510,,20,0,7008040015,PAL,1000532097,145,8/16/18
1,ST1,P16-02-B,AC08101FRT,3510,,20,0,7008040017,PAL,1000532098,145,8/16/18
1,ST1,P16-03-A,AC08101FRT,3510,,20,0,7008040014,PAL,1000532099,145,8/16/18
1,ST1,P16-03-B,AC08101FRT,3510,,20,0,7008040016,PAL,1000532100,145,8/16/18
1,ST1,P18-02-A,AC08101FRT,3510,,20,0,7008040013,PAL,1000532111,145,8/16/18
1,ST1,P27-01-A,AC08101FRT,3510,,20,0,7008040012,PAL,1000532174,145,8/16/18
1,ST1,Q04-02-B,AC08101FRT,3510,,18,0,7005420024,PAL,1000342686,398,2/22/18
1,ST1,R11-02-B,AC08101FRT,3510,,20,0,7008040008,PAL,1000540706,133,8/16/18
1,ST1,S11-02-A,AC08101FRT,3510,,20,0,7008040004,PAL,1000477637,222,8/16/18
1,ST1,S15-02-A,AC08101FRT,3510,,20,0,7008040005,PAL,1000477636,222,8/16/18
1,ST1,S16-02-C,AC08101FRT,3510,,20,0,7008040007,PAL,1000477634,222,8/16/18
1,ST1,S18-03-A,AC08101FRT,3510,,20,0,7008040006,PAL,1000477635,222,8/16/18
1,ST1,U24-04-A,AC08101FRT,3510,,20,0,7008040003,PAL,1000477638,222,8/16/18
1,ST1,V13-03-B,AC08101FRT,3510,,20,0,7008040002,PAL,1000536154,140,8/16/18
1,ST1,V17-03-A,AC08101FRT,3510,,20,0,7008040001,PAL,1000536058,140,8/16/18
1,ST1,X03-02-B,AC08101FRT,3510,,20,0,7008070006,PAL,1000540940,133,8/16/18
1,ST1,X03-04-A,AC08101FRT,3510,,20,0,7008070004,PAL,1000540966,133,8/16/18
1,ST1,X05-04-A,AC08101FRT,3510,,20,0,7008070003,PAL,1000540920,133,8/16/18
1,ST1,X06-04-A,AC08101FRT,3510,,20,0,7008070009,PAL,1000540931,133,8/16/18
1,ST1,X06-04-B,AC08101FRT,3510,,20,0,7008070010,PAL,1000540930,133,8/16/18
1,ST1,X08-02-A,AC08101FRT,3510,,20,0,7008070007,PAL,1000540909,133,8/16/18
1,ST1,X08-04-B,AC08101FRT,3510,,20,0,7008070008,PAL,1000540912,133,8/16/18
1,ST1,X09-02-A,AC08101FRT,3510,,20,0,7008070005,PAL,1000540889,133,8/16/18
1,ST1,P03-03-B,AD-03-001,3510,,110,0,7005070009,PAL,1000528253,149,1/23/18
1,ST1,P13-01-A,AD-03-001,3510,,110,0,7006440035,PAL,1000528181,149,6/11/18
1,ST1,Q06-01-A,AD-03-001,3510,,110,0,7006440030,PAL,1000418364,289,6/11/18
1,ST1,Q10-01-B,AD-03-001,3510,,110,0,7006440031,PAL,1000418363,289,6/11/18
1,ST1,Q11-01-B,AD-03-001,3510,,110,0,7006440024,PAL,1000418361,289,6/11/18
1,ST1,Q12-01-B,AD-03-001,3510,,80,0,7006440023,PAL,1000418362,289,6/11/18
1,ST1,Q14-01-B,AD-03-001,3510,,110,0,7006440032,PAL,1000418360,289,6/11/18
1,ST1,Q22-01-B,AD-03-001,3510,,110,0,7006440034,PAL,1000418358,289,6/11/18
1,ST1,Q24-01-A,AD-03-001,3510,,110,0,7006440033,PAL,1000418359,289,6/11/18
1,ST1,R03-01-A,AD-03-001,3510,,70,0,7005200033,PAL,1000540616,133,2/2/18
1,ST1,R03-01-B,AD-03-001,3510,,110,0,7006440027,PAL,1000540615,133,6/11/18
1,ST1,R04-01-B,AD-03-001,3510,,110,0,7006440028,PAL,1000540607,133,6/11/18
1,ST1,R05-01-A,AD-03-001,3510,,110,0,7005200035,PAL,1000540634,133,2/2/18
1,ST1,R05-01-B,AD-03-001,3510,,110,0,7005200034,PAL,1000540633,133,2/2/18
1,ST1,R08-01-A,AD-03-001,3510,,110,0,7006440025,PAL,1000540643,133,6/11/18
1,ST1,R12-01-B,AD-03-001,3510,,110,0,7006440029,PAL,1000540696,133,6/11/18
1,ST1,R32-01-A,AD-03-001,3510,,110,0,7005070007,PAL,1000533731,142,1/23/18
1,ST1,T26-01-A,AD-03-001,3510,,110,0,7006440026,PAL,1000535918,140,6/11/18
1,ST1,T03-01-A,AD-07-001,3510,,110,0,7005980006,PAL,1000530404,147,5/9/18
1,ST1,T09-01-A,AD-07-001,3510,,110,0,7005980005,PAL,1000530361,147,5/9/18
1,ST1,V04-01-B,AD-07-001,3510,,110,0,7005990028,PAL,1000536211,140,5/9/18
1,ST1,V06-01-B,AD-07-001,3510,,110,0,7005990032,PAL,1000536202,140,5/9/18
1,ST1,V09-01-B,AD-07-001,3510,,110,0,7005990031,PAL,1000536200,140,5/9/18
1,ST1,V14-01-A,AD-07-001,3510,,110,0,7005990033,PAL,1000536194,140,5/9/18
1,ST1,V14-01-B,AD-07-001,3510,,110,0,7005990030,PAL,1000536195,140,5/9/18
1,ST1,O09-01-B,AD09100ACS,3510,,144,0,7009710040,PAL,1000619459,26,2/28/19
1,ST1,O13-01-A,AD09100ACS,3510,,72,0,7009710041,PAL,1000619449,26,2/28/19
2,ST1,N06-04-A,CC-03-026,3510,,6,0,7700000069,PAL,1000636449,6,12/11/17
1,ST1,E01-02-B,CC09200CVR,3510,,17,0,7007410021,PAL,1000456662,244,7/25/18
1,ST1,E02-02-A,CC09200CVR,3510,,17,0,7007410025,PAL,1000456657,244,7/25/18
1,ST1,E02-02-B,CC09200CVR,3510,,17,0,7007410024,PAL,1000456659,244,7/25/18
1,ST1,E03-02-A,CC09200CVR,3510,,17,0,7007410022,PAL,1000456661,244,7/25/18
1,ST1,E03-02-B,CC09200CVR,3510,,17,0,7007410023,PAL,1000456660,244,7/25/18
1,ST1,E04-02-A,CC09200CVR,3510,,17,0,7007410027,PAL,1000456653,244,7/25/18
1,ST1,E05-02-A,CC09200CVR,3510,,17,0,7007410029,PAL,1000456650,244,7/25/18
1,ST1,E06-02-B,CC09200CVR,3510,,17,0,7007410031,PAL,1000456649,244,7/25/18
1,ST1,E07-02-A,CC09200CVR,3510,,16,0,7007410036,PAL,1000456646,244,7/25/18
2,ST1,E07-02-A,CC09200CVR,3510,,1,0,7007410036,PAL,1000456647,244,7/2/18
1,ST1,E11-02-A,CC09200CVR,3510,,17,0,7007410034,PAL,1000456643,244,7/25/18
1,ST1,J17-04-B,CC09200CVR,3510,,2,0,7007410032,PAL,1000456642,244,7/25/18
1,ST1,J17-04-C,CC09200CVR,3510,,17,0,7007410033,PAL,1000456644,244,7/25/18
1,ST1,J19-04-A,CC09200CVR,3510,,17,0,7007410035,PAL,1000456645,244,7/25/18
1,ST1,J19-04-B,CC09200CVR,3510,,17,0,7007410037,PAL,1000456648,244,7/25/18
1,ST1,J21-04-A,CC09200CVR,3510,,17,0,7007410028,PAL,1000456652,244,7/25/18
1,ST1,J25-04-A,CC09200CVR,3510,,17,0,7007410030,PAL,1000456651,244,7/25/18
1,ST1,J25-04-B,CC09200CVR,3510,,17,0,7007410026,PAL,1000456654,244,7/25/18
1,ST1,V28-01-A,CC09200CVR,3510,,17,0,7007410038,PAL,1000536013,140,7/25/18
1,ST1,X04-02-B,CC09200FRT,3510,,17,0,7008070024,PAL,1000540974,133,8/16/18
1,ST1,X04-03-A,CC09200FRT,3510,,17,0,7008070026,PAL,1000540979,133,8/16/18
1,ST1,X04-03-B,CC09200FRT,3510,,17,0,7008070025,PAL,1000540978,133,8/16/18
1,ST1,X05-04-B,CC09200FRT,3510,,14,0,7008070002,PAL,1000540919,133,8/16/18
1,ST1,X07-03-A,CC09200FRT,3510,,17,0,7008070001,PAL,1000540905,133,8/16/18
1,ST1,X07-04-B,CC09200FRT,3510,,17,0,7008070029,PAL,1000540906,133,8/16/18
1,ST1,X09-04-A,CC09200FRT,3510,,17,0,7008070034,PAL,1000540894,133,8/16/18
1,ST1,X11-02-A,CC09200FRT,3510,,17,0,7008070013,PAL,1000540876,133,8/16/18
1,ST1,X11-03-B,CC09200FRT,3510,,17,0,7008070027,PAL,1000540877,133,8/16/18
1,ST1,X11-04-A,CC09200FRT,3510,,17,0,7008070030,PAL,1000540880,133,8/16/18
1,ST1,X11-04-B,CC09200FRT,3510,,17,0,7008070031,PAL,1000540879,133,8/16/18
1,ST1,X12-04-B,CC09200FRT,3510,,17,0,7008070032,PAL,1000540886,133,8/16/18
1,ST1,X13-02-A,CC09200FRT,3510,,17,0,7008070012,PAL,1000540862,133,8/16/18
1,ST1,X13-03-A,CC09200FRT,3510,,17,0,7008070033,PAL,1000540861,133,8/16/18
1,ST1,X13-04-A,CC09200FRT,3510,,17,0,7008070023,PAL,1000540863,133,8/16/18
1,ST1,X14-03-A,CC09200FRT,3510,,17,0,7008070015,PAL,1000540867,133,8/16/18
1,ST1,X14-03-C,CC09200FRT,3510,,17,0,7008070028,PAL,1000540872,133,8/16/18
1,ST1,X15-03-B,CC09200FRT,3510,,17,0,7008070014,PAL,1000540850,133,8/16/18
1,ST1,X15-04-A,CC09200FRT,3510,,17,0,7008070022,PAL,1000540853,133,8/16/18
1,ST1,X16-02-A,CC09200FRT,3510,,17,0,7008070035,PAL,1000540856,133,8/16/18
1,ST1,X16-03-B,CC09200FRT,3510,,17,0,7008070036,PAL,1000540857,133,8/16/18
1,ST1,X17-02-A,CC09200FRT,3510,,17,0,7008070021,PAL,1000540836,133,8/16/18
1,ST1,X17-03-A,CC09200FRT,3510,,17,0,7008070019,PAL,1000540839,133,8/16/18
1,ST1,X17-03-B,CC09200FRT,3510,,17,0,7008070018,PAL,1000540838,133,8/16/18
1,ST1,X17-03-C,CC09200FRT,3510,,17,0,7008070017,PAL,1000540840,133,8/16/18
1,ST1,X19-03-A,CC09200FRT,3510,,17,0,7008070016,PAL,1000540828,133,8/16/18
1,ST1,X19-03-B,CC09200FRT,3510,,17,0,7008070011,PAL,1000540827,133,8/16/18
1,ST1,X21-02-B,CC09200FRT,3510,,17,0,7008070020,PAL,1000540813,133,8/16/18
1,ST1,M07-01-B,CC09801CVR,3510,,14,0,7009710015,PAL,1000643620,0,2/28/19
2,ST1,N06-04-A,CC09801CVR,3510,,2,0,7700000069,PAL,1000636448,6,5/4/18
1,ST1,O03-01-A,CC09801CVR,3510,,20,0,7009710023,PAL,1000619439,26,2/28/19
1,ST1,O03-01-B,CC09801CVR,3510,,20,0,7009710021,PAL,1000619442,26,2/28/19
1,ST1,O03-03-A,CC09801CVR,3510,,20,0,7009710019,PAL,1000619446,26,2/28/19
1,ST1,O04-01-A,CC09801CVR,3510,,17,0,7009710008,PAL,1000619423,26,2/28/19
1,ST1,O04-03-A,CC09801CVR,3510,,20,0,7009710018,PAL,1000619448,26,2/28/19
1,ST1,O05-03-B,CC09801CVR,3510,,20,0,7009710024,PAL,1000619437,26,2/28/19
1,ST1,O06-01-B,CC09801CVR,3510,,20,0,7009710020,PAL,1000619444,26,2/28/19
1,ST1,O11-01-A,CC09801CVR,3510,,20,0,7009710013,PAL,1000619431,26,2/28/19
1,ST1,O11-01-B,CC09801CVR,3510,,20,0,7009710014,PAL,1000619434,26,2/28/19
1,ST1,O13-01-B,CC09801CVR,3510,,20,0,7009710025,PAL,1000619436,26,2/28/19
1,ST1,O14-01-A,CC09801CVR,3510,,20,0,7009710012,PAL,1000619429,26,2/28/19
1,ST1,O14-02-A,CC09801CVR,3510,,20,0,7009710022,PAL,1000619440,26,2/28/19
1,ST1,O15-01-A,CC09801CVR,3510,,20,0,7009710011,PAL,1000619428,26,2/28/19
1,ST1,O15-01-B,CC09801CVR,3510,,20,0,7009710010,PAL,1000619426,26,2/28/19
1,ST1,O16-01-A,CC09801CVR,3510,,20,0,7009710009,PAL,1000619424,26,2/28/19
1,ST1,M02-01-A,CF-02-001,3510,,11,0,7009460028,PAL,1000644038,0,2/7/19
1,ST1,O06-02-A,CF-02-001,3510,,12,0,7009600008,PAL,1000609260,37,2/18/19
1,ST1,O06-02-B,CF-02-001,3510,,12,0,7009600007,PAL,1000609259,37,2/18/19
1,ST1,O07-02-B,CF-02-001,3510,,12,0,7009600006,PAL,1000609258,37,2/18/19
1,ST1,O08-02-A,CF-02-001,3510,,12,0,7009600005,PAL,1000609257,37,2/18/19
1,ST1,O12-02-A,CF-02-001,3510,,12,0,7009600004,PAL,1000609256,37,2/18/19
1,ST1,O13-02-B,CF-02-001,3510,,12,0,7009600003,PAL,1000609255,37,2/18/19
1,ST1,O14-01-B,CF-02-001,3510,,12,0,7009600001,PAL,1000609253,37,2/18/19
1,ST1,O14-02-B,CF-02-001,3510,,12,0,7009600002,PAL,1000609254,37,2/18/19
1,ST1,P01-02-A,CF-02-001,3510,,12,0,7009760003,PAL,1000620715,25,3/1/19
1,ST1,R10-02-A,CF-02-001,3510,,12,0,7009760016,PAL,1000620705,25,3/1/19
1,ST1,R18-02-C,CF-02-001,3510,,12,0,7009760017,PAL,1000620706,25,3/1/19
1,ST1,R20-02-A,CF-02-001,3510,,12,0,7009760018,PAL,1000620708,25,3/1/19
1,ST1,R21-02-A,CF-02-001,3510,,12,0,7009770019,PAL,1000620713,25,3/1/19
1,ST1,S02-01-A,CF-02-001,3510,,12,0,7009760014,PAL,1000620703,25,3/1/19
1,ST1,S02-02-B,CF-02-001,3510,,12,0,7009760015,PAL,1000620704,25,3/1/19
1,ST1,S09-02-A,CF-02-001,3510,,12,0,7009760013,PAL,1000620702,25,3/1/19
1,ST1,S21-01-B,CF-02-001,3510,,12,0,7009760012,PAL,1000620701,25,3/1/19
1,ST1,S23-02-B,CF-02-001,3510,,12,0,7009760011,PAL,1000620700,25,3/1/19
1,ST1,T05-01-B,CF-02-001,3510,,12,0,7009460004,PAL,1000600591,48,2/7/19
1,ST1,T06-01-B,CF-02-001,3510,,12,0,7009460003,PAL,1000600592,48,2/7/19
1,ST1,T22-02-A,CF-02-001,3510,,12,0,7009760001,PAL,1000620682,25,3/1/19
1,ST1,T25-01-A,CF-02-001,3510,,12,0,7009760006,PAL,1000620695,25,3/1/19
1,ST1,T25-02-B,CF-02-001,3510,,12,0,7009760005,PAL,1000620694,25,3/1/19
1,ST1,T27-02-A,CF-02-001,3510,,12,0,7009760007,PAL,1000620696,25,3/1/19
1,ST1,T27-02-B,CF-02-001,3510,,12,0,7009760008,PAL,1000620697,25,3/1/19
1,ST1,T29-02-A,CF-02-001,3510,,12,0,7009760009,PAL,1000620698,25,3/1/19
1,ST1,T29-02-B,CF-02-001,3510,,12,0,7009760010,PAL,1000620699,25,3/1/19
1,ST1,U03-02-A,CF-02-001,3510,,12,0,7009460005,PAL,1000600590,48,2/7/19
1,ST1,U07-01-A,CF-02-001,3510,,12,0,7009460006,PAL,1000600589,48,2/7/19
1,ST1,U07-01-B,CF-02-001,3510,,12,0,7009460007,PAL,1000600588,48,2/7/19
1,ST1,U11-01-B,CF-02-001,3510,,12,0,7009770001,PAL,1000620673,25,3/1/19
1,ST1,U13-01-A,CF-02-001,3510,,12,0,7009770002,PAL,1000620672,25,3/1/19
1,ST1,U15-02-A,CF-02-001,3510,,12,0,7009460009,PAL,1000600585,48,2/7/19
1,ST1,U17-01-A,CF-02-001,3510,,12,0,7009770003,PAL,1000620671,25,3/1/19
1,ST1,U21-02-B,CF-02-001,3510,,12,0,7009770004,PAL,1000620670,25,3/1/19
1,ST1,U24-01-A,CF-02-001,3510,,12,0,7009460018,PAL,1000600584,48,2/7/19
1,ST1,U26-02-A,CF-02-001,3510,,12,0,7009770005,PAL,1000620669,25,3/1/19
1,ST1,U27-02-B,CF-02-001,3510,,12,0,7009770016,PAL,1000620665,25,3/1/19
1,ST1,U28-02-B,CF-02-001,3510,,12,0,7009770017,PAL,1000620666,25,3/1/19
1,ST1,U30-02-B,CF-02-001,3510,,12,0,7009770015,PAL,1000620664,25,3/1/19
1,ST1,U31-01-B,CF-02-001,3510,,12,0,7009770014,PAL,1000620663,25,3/1/19
1,ST1,U31-02-B,CF-02-001,3510,,12,0,7009460017,PAL,1000600583,48,2/7/19
1,ST1,V02-04-A,CF-02-001,3510,,12,0,7009750027,PAL,1000620634,26,3/1/19
1,ST1,V03-02-A,CF-02-001,3510,,12,0,7009460011,PAL,1000600577,48,2/7/19
1,ST1,V04-04-A,CF-02-001,3510,,12,0,7009750026,PAL,1000620635,26,3/1/19
1,ST1,V06-02-A,CF-02-001,3510,,12,0,7009460012,PAL,1000600578,48,2/7/19
1,ST1,V06-04-A,CF-02-001,3510,,12,0,7009750024,PAL,1000620637,26,3/1/19
1,ST1,V06-04-B,CF-02-001,3510,,12,0,7009750025,PAL,1000620636,26,3/1/19
1,ST1,V08-03-B,CF-02-001,3510,,12,0,7009750035,PAL,1000620638,26,3/1/19
1,ST1,V08-04-A,CF-02-001,3510,,12,0,7009750036,PAL,1000620639,26,3/1/19
1,ST1,V10-01-A,CF-02-001,3510,,12,0,7009460013,PAL,1000600579,48,2/7/19
1,ST1,V13-01-B,CF-02-001,3510,,12,0,7009770020,PAL,1000620711,25,3/1/19
1,ST1,V18-02-B,CF-02-001,3510,,12,0,7009760002,PAL,1000620714,25,3/1/19
1,ST1,V18-02-C,CF-02-001,3510,,12,0,7009760004,PAL,1000620712,25,3/1/19
1,ST1,V19-02-A,CF-02-001,3510,,12,0,7009460014,PAL,1000600580,48,2/7/19
2,ST1,V26-04-B,CF-02-001,3510,,12,0,7007480032,PAL,1000536034,140,7/25/17
1,ST1,V27-02-A,CF-02-001,3510,,12,0,7009460015,PAL,1000600581,48,2/7/19
1,ST1,V30-01-A,CF-02-001,3510,,12,0,7009750028,PAL,1000620633,26,3/1/19
1,ST1,V30-01-B,CF-02-001,3510,,12,0,7009460016,PAL,1000600582,48,2/7/19
1,ST1,W02-04-B,CF-02-001,3510,,12,0,7009750031,PAL,1000620630,26,3/1/19
1,ST1,W05-02-A,CF-02-001,3510,,12,0,7009460020,PAL,1000600575,48,2/7/19
1,ST1,W05-02-B,CF-02-001,3510,,12,0,7009750032,PAL,1000620629,26,3/1/19
1,ST1,W07-02-A,CF-02-001,3510,,12,0,7009460010,PAL,1000600576,48,2/7/19
1,ST1,W09-02-B,CF-02-001,3510,,12,0,7009750033,PAL,1000620628,26,3/1/19
1,ST1,W11-02-B,CF-02-001,3510,,12,0,7009460022,PAL,1000600573,48,2/7/19
1,ST1,W12-02-A,CF-02-001,3510,,12,0,7009460021,PAL,1000600574,48,2/7/19
1,ST1,W14-02-B,CF-02-001,3510,,12,0,7009460023,PAL,1000600572,48,2/7/19
1,ST1,W15-02-B,CF-02-001,3510,,12,0,7009460024,PAL,1000600571,48,2/7/19
1,ST1,W17-02-A,CF-02-001,3510,,12,0,7009750034,PAL,1000620627,26,3/1/19
1,ST1,W19-04-B,CF-02-001,3510,,12,0,7009750023,PAL,1000620626,26,3/1/19
1,ST1,W20-04-A,CF-02-001,3510,,12,0,7009750029,PAL,1000620632,26,3/1/19
1,ST1,W22-04-B,CF-02-001,3510,,12,0,7009750030,PAL,1000620631,26,3/1/19
1,ST1,X06-02-A,CF-02-001,3510,,12,0,7009750001,PAL,1000620604,26,3/1/19
1,ST1,X07-02-A,CF-02-001,3510,,12,0,7009750014,PAL,1000620617,26,3/1/19
1,ST1,X07-02-B,CF-02-001,3510,,12,0,7009750015,PAL,1000620618,26,3/1/19
1,ST1,X07-04-A,CF-02-001,3510,,12,0,7009750013,PAL,1000620616,26,3/1/19
1,ST1,X09-02-B,CF-02-001,3510,,12,0,7009750016,PAL,1000620619,26,3/1/19
1,ST1,X11-02-B,CF-02-001,3510,,12,0,7009750017,PAL,1000620620,26,3/1/19
1,ST1,X14-04-B,CF-02-001,3510,,12,0,7009750002,PAL,1000620605,26,3/1/19
1,ST1,X17-04-A,CF-02-001,3510,,12,0,7009750018,PAL,1000620621,26,3/1/19
1,ST1,X17-04-B,CF-02-001,3510,,12,0,7009750019,PAL,1000620622,26,3/1/19
1,ST1,X17-04-C,CF-02-001,3510,,12,0,7009750020,PAL,1000620623,26,3/1/19
1,ST1,X19-02-B,CF-02-001,3510,,12,0,7009750021,PAL,1000620624,26,3/1/19
1,ST1,X22-02-A,CF-02-001,3510,,12,0,7009750004,PAL,1000620607,26,3/1/19
1,ST1,X22-02-B,CF-02-001,3510,,12,0,7009750003,PAL,1000620606,26,3/1/19
1,ST1,X22-04-A,CF-02-001,3510,,12,0,7009750005,PAL,1000620608,26,3/1/19
1,ST1,X23-04-A,CF-02-001,3510,,12,0,7009750022,PAL,1000620625,26,3/1/19
1,ST1,X24-04-A,CF-02-001,3510,,12,0,7009750006,PAL,1000620609,26,3/1/19
1,ST1,X26-02-B,CF-02-001,3510,,12,0,7009460025,PAL,1000600552,48,2/7/19
1,ST1,X26-04-A,CF-02-001,3510,,12,0,7009750009,PAL,1000620610,26,3/1/19
1,ST1,X28-02-B,CF-02-001,3510,,12,0,7009750008,PAL,1000620611,26,3/1/19
1,ST1,X28-03-B,CF-02-001,3510,,12,0,7009750007,PAL,1000620612,26,3/1/19
1,ST1,X30-02-B,CF-02-001,3510,,12,0,7009750012,PAL,1000620613,26,3/1/19
1,ST1,X30-03-A,CF-02-001,3510,,12,0,7009750010,PAL,1000620615,26,3/1/19
1,ST1,X30-03-B,CF-02-001,3510,,12,0,7009750011,PAL,1000620614,26,3/1/19
1,ST1,Y03-02-A,CF-02-001,3510,,12,0,7009770012,PAL,1000620661,25,3/1/19
1,ST1,Y03-02-B,CF-02-001,3510,,12,0,7009770013,PAL,1000620662,25,3/1/19
1,ST1,Y08-02-A,CF-02-001,3510,,12,0,7009460026,PAL,1000600551,48,2/7/19
1,ST1,Y08-02-B,CF-02-001,3510,,12,0,7009770011,PAL,1000620660,25,3/1/19
1,ST1,Y10-02-B,CF-02-001,3510,,12,0,7009770010,PAL,1000620659,25,3/1/19
1,ST1,Y11-02-A,CF-02-001,3510,,12,0,7009770007,PAL,1000620657,25,3/1/19
1,ST1,Y11-02-B,CF-02-001,3510,,12,0,7009770006,PAL,1000620658,25,3/1/19
1,ST1,Y12-02-A,CF-02-001,3510,,12,0,7009770009,PAL,1000620655,25,3/1/19
1,ST1,Y14-02-A,CF-02-001,3510,,12,0,7009770008,PAL,1000620656,25,3/1/19
1,ST1,Y15-03-B,CF-02-001,3510,,12,0,7009600011,PAL,1000609263,37,2/18/19
1,ST1,Y16-03-B,CF-02-001,3510,,12,0,7009600010,PAL,1000609262,37,2/18/19
1,ST1,Z09-02-B,CF-02-001,3510,,12,0,7009460027,PAL,1000600447,48,2/7/19
1,ST1,Z12-04-A,CF-02-001,3510,,12,0,7009770018,PAL,1000620647,25,3/1/19
1,ST1,D08-04-B,CF-02-005,3510,,12,0,7008600031,PAL,1000513964,173,9/18/18
1,ST1,E19-02-B,CF-02-005,3510,,12,0,7008600027,PAL,1000501928,190,9/18/18
1,ST1,F01-04-A,CF-02-005,3510,,12,0,7008600023,PAL,1000501932,190,9/18/18
1,ST1,F03-04-B,CF-02-005,3510,,12,0,7008600026,PAL,1000501929,190,9/18/18
1,ST1,F07-03-A,CF-02-005,3510,,12,0,7008600025,PAL,1000501930,190,9/18/18
1,ST1,F29-02-A,CF-02-005,3510,,12,0,7008600024,PAL,1000501931,190,9/18/18
1,ST1,H20-04-A,CF-02-005,3510,,12,0,7008600020,PAL,1000501935,190,9/18/18
1,ST1,H20-04-B,CF-02-005,3510,,12,0,7008600021,PAL,1000501934,190,9/18/18
1,ST1,H24-03-A,CF-02-005,3510,,12,0,7008600019,PAL,1000501936,190,9/18/18
1,ST1,H32-02-A,CF-02-005,3510,,12,0,7008600022,PAL,1000501933,190,9/18/18
1,ST1,M15-01-A,CF-02-005,3510,,11,0,7008600018,PAL,1000643115,0,9/18/18
1,ST1,D01-03-A,CF-02-006,3510,,12,0,7009590025,PAL,1000608609,37,2/18/19
1,ST1,D10-02-A,CF-02-006,3510,,12,0,7009590026,PAL,1000608610,37,2/18/19
1,ST1,D11-02-B,CF-02-006,3510,,12,0,7009590029,PAL,1000608613,37,2/18/19
1,ST1,D12-02-A,CF-02-006,3510,,12,0,7009590028,PAL,1000608612,37,2/18/19
1,ST1,D12-02-B,CF-02-006,3510,,12,0,7009590027,PAL,1000608611,37,2/18/19
1,ST1,D13-02-A,CF-02-006,3510,,12,0,7009590030,PAL,1000608614,37,2/18/19
1,ST1,D13-02-B,CF-02-006,3510,,12,0,7009590031,PAL,1000608615,37,2/18/19
1,ST1,D14-02-A,CF-02-006,3510,,12,0,7009590033,PAL,1000608617,37,2/18/19
1,ST1,D14-02-B,CF-02-006,3510,,12,0,7009590032,PAL,1000608616,37,2/18/19
1,ST1,D15-02-B,CF-02-006,3510,,12,0,7009590037,PAL,1000608620,37,2/18/19
1,ST1,D16-02-B,CF-02-006,3510,,12,0,7009590034,PAL,1000608618,37,2/18/19
1,ST1,D17-02-B,CF-02-006,3510,,12,0,7009590013,PAL,1000608621,37,2/18/19
1,ST1,D18-02-A,CF-02-006,3510,,12,0,7009590015,PAL,1000608623,37,2/18/19
1,ST1,D18-02-B,CF-02-006,3510,,12,0,7009590014,PAL,1000608622,37,2/18/19
1,ST1,D19-02-B,CF-02-006,3510,,12,0,7009590017,PAL,1000608625,37,2/18/19
1,ST1,D20-02-A,CF-02-006,3510,,12,0,7009590016,PAL,1000608624,37,2/18/19
1,ST1,D21-02-A,CF-02-006,3510,,12,0,7009590018,PAL,1000608626,37,2/18/19
1,ST1,D22-02-A,CF-02-006,3510,,12,0,7009590019,PAL,1000608627,37,2/18/19
