Storage Location,Storage Type,Storage Bin,Material,Material Description,Available stock,Storage Unit,Volume,Volume unit,Weight,Weight unit,Plant,Stock Category,Pick quantity,Storage Unit Type,Quant,Duration,GR Date
0001,ST1,D22-02-B,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019230003,74.160,FT3,294.400,KG,3510,,0,PAL,1001198060,63,8/6/2020
0001,ST1,D22-03-A,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019230004,74.160,FT3,294.400,KG,3510,,0,PAL,1001198055,63,8/6/2020
0001,ST1,D22-03-B,ST12003ELL,TRIV ELLIS W/AD&AP&RC,12,7014800013,64.068,FT3,193.200,KG,3510,,0,PAL,1001076219,156,12/19/2019
,ST1,D22-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,D22-04-B,CF08501BIR,PIPA LITE LX BIRCH W/BASE&2ND INSERT,12,7019330021,70.200,FT3,166.080,KG,3510,,0,PAL,1001210387,56,8/13/2020
0001,ST1,D23-02-A,ST13411GRN,MIXX NEXT GRANITE W/RING ADAPTER,12,7018960023,61.872,FT3,225.360,KG,3510,,0,PAL,1001182174,76,7/24/2020
0001,ST1,D23-02-B,CS07007LAK,AACE LAKE W/STARTER KIT,17,7019620031,76.840,FT3,175.100,KG,3510,,0,PAL,1001243605,42,8/27/2020
0001,ST1,D23-03-A,CF08501BAC,PIPA LITE LX BAC W/BASE&2ND INSERT,12,7018190035,47.040,FT3,166.080,KG,3510,,0,PAL,1001137694,112,6/18/2020
0001,ST1,D23-03-B,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390005,70.200,FT3,166.080,KG,3510,,0,PAL,1001209426,56,8/13/2020
0001,ST1,D23-04-A,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019250030,74.160,FT3,294.400,KG,3510,,0,PAL,1001198161,63,8/6/2020
0001,ST1,D23-04-B,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019250019,74.160,FT3,294.400,KG,3510,,0,PAL,1001198183,63,8/6/2020
0001,ST1,D24-02-A,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019230002,74.160,FT3,294.400,KG,3510,,0,PAL,1001198036,63,8/6/2020
0001,ST1,D24-02-B,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7018720017,74.160,FT3,294.400,KG,3510,,0,PAL,1001170975,84,7/15/2020
0001,ST1,D24-03-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760009,72.468,FT3,172.800,KG,3510,,0,PAL,1001263689,24,9/14/2020
0001,ST1,D24-03-B,CF08501BIR,PIPA LITE LX BIRCH W/BASE&2ND INSERT,12,7019330032,70.200,FT3,166.080,KG,3510,,0,PAL,1001210357,56,8/13/2020
0001,ST1,D24-04-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019340005,72.468,FT3,170.400,KG,3510,,0,PAL,1001209919,56,8/13/2020
,ST1,D24-04-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,D25-02-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,D25-02-B,CF08501OXF,PIPA LITE LX OXFORD W/BASE&2ND INSERT,12,7019770015,72.468,FT3,166.080,KG,3510,,0,PAL,1001265803,22,9/15/2020
0001,ST1,D25-03-A,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390006,70.200,FT3,166.080,KG,3510,,0,PAL,1001209428,56,8/13/2020
0001,ST1,D25-03-B,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390007,70.200,FT3,166.080,KG,3510,,0,PAL,1001209437,56,8/13/2020
0001,ST1,D25-04-A,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019250027,74.160,FT3,294.400,KG,3510,,0,PAL,1001198171,63,8/6/2020
0001,ST1,D25-04-B,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390008,70.200,FT3,166.080,KG,3510,,0,PAL,1001209453,56,8/13/2020
0001,ST1,D26-02-A,STC03900CHC,IVVI TOTL CHARCOAL W/FT&CC&AD&RC&SH,5,7003900036,57.290,FT3,152,KG,3510,,0,PAL,1000709384,491,9/1/2017
0001,ST1,D26-02-B,STC03900CHC,IVVI TOTL CHARCOAL W/FT&CC&AD&RC&SH,5,7003900037,57.290,FT3,152,KG,3510,,0,PAL,1000709406,491,9/1/2017
0001,ST1,D26-03-A,CF08501BIR,PIPA LITE LX BIRCH W/BASE&2ND INSERT,12,7019330023,70.200,FT3,166.080,KG,3510,,0,PAL,1001210358,56,8/13/2020
0001,ST1,D26-03-B,CS05103GRN,RAVA GRANITE,9,7019970011,63.882,FT3,146.520,KG,3510,,0,PAL,1001283139,6,10/2/2020
0001,ST1,D26-04-A,CF03501BIR,PIPA BIRCH W/BASE,12,7019310025,72.468,FT3,170.400,KG,3510,,0,PAL,1001207951,57,8/12/2020
0001,ST1,D26-04-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019480029,72.468,FT3,172.800,KG,3510,,0,PAL,1001227679,49,8/20/2020
0001,ST1,D27-02-A,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019230034,74.160,FT3,294.400,KG,3510,,0,PAL,1001198054,63,8/6/2020
0001,ST1,D27-02-B,STC03900CHC,IVVI TOTL CHARCOAL W/FT&CC&AD&RC&SH,5,7003900020,57.290,FT3,152,KG,3510,,0,PAL,1000709360,491,9/1/2017
0001,ST1,D27-03-A,ST12003ELL,TRIV ELLIS W/AD&AP&RC,12,7014800012,64.068,FT3,193.200,KG,3510,,0,PAL,1001076220,156,12/19/2019
0001,ST1,D27-03-B,ST12003ELL,TRIV ELLIS W/AD&AP&RC,12,7014800014,64.068,FT3,193.200,KG,3510,,0,PAL,1001076221,156,12/19/2019
0001,ST1,D27-04-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760004,72.468,FT3,172.800,KG,3510,,0,PAL,1001263686,24,9/14/2020
0001,ST1,D27-04-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760002,72.468,FT3,172.800,KG,3510,,0,PAL,1001263746,24,9/14/2020
0001,ST1,D28-02-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019480001,72.468,FT3,172.800,KG,3510,,0,PAL,1001227641,49,8/20/2020
0001,ST1,D28-02-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019480031,72.468,FT3,172.800,KG,3510,,0,PAL,1001227642,49,8/20/2020
0001,ST1,D28-03-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019480032,72.468,FT3,172.800,KG,3510,,0,PAL,1001227654,49,8/20/2020
0001,ST1,D28-03-B,CF08501BIR,PIPA LITE LX BIRCH W/BASE&2ND INSERT,12,7019330007,70.200,FT3,166.080,KG,3510,,0,PAL,1001210359,56,8/13/2020
0001,ST1,D28-04-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760001,72.468,FT3,172.800,KG,3510,,0,PAL,1001263745,24,9/14/2020
0001,ST1,D28-04-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760006,72.468,FT3,172.800,KG,3510,,0,PAL,1001263687,24,9/14/2020
,ST1,D29-02-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,D29-02-B,TB-20-001,WHEELED TRAVEL BAG,20,7017990028,62.220,FT3,144.800,KG,3510,,0,PAL,1001136122,113,6/17/2020
,ST1,D29-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,D29-03-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,D29-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,D29-04-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760008,72.468,FT3,172.800,KG,3510,,0,PAL,1001263688,24,9/14/2020
0001,ST1,D30-02-A,CF03501FRT,PIPA FROST W/BASE,12,7019260028,72.468,FT3,170.400,KG,3510,,0,PAL,1001207384,57,8/12/2020
0001,ST1,D30-02-B,CF03501FRT,PIPA FROST W/BASE,12,7019260029,72.468,FT3,170.400,KG,3510,,0,PAL,1001207383,57,8/12/2020
0001,ST1,D30-03-A,CF03501BIR,PIPA BIRCH W/BASE,12,7019310027,72.468,FT3,170.400,KG,3510,,0,PAL,1001207753,57,8/12/2020
0001,ST1,D30-03-B,CF08501BAC,PIPA LITE LX BAC W/BASE&2ND INSERT,12,7017050001,47.040,FT3,166.080,KG,3510,,0,PAL,1001091765,146,5/13/2020
0001,ST1,D30-04-A,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400020,66.504,FT3,161.400,KG,3510,,0,PAL,1001228431,49,8/20/2020
0001,ST1,D30-04-B,CS05103GRN,RAVA GRANITE,9,7019970035,63.882,FT3,146.520,KG,3510,,0,PAL,1001283363,6,10/2/2020
,ST1,D31-02-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,D31-02-B,CF03501FRT,PIPA FROST W/BASE,12,7019260001,72.468,FT3,170.400,KG,3510,,0,PAL,1001207396,57,8/12/2020
0001,ST1,D31-03-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019480003,72.468,FT3,172.800,KG,3510,,0,PAL,1001227684,49,8/20/2020
0001,ST1,D31-03-B,ST08107THR,DEMI GROW THREADED W/RC&AD,9,7018990022,72.783,FT3,190.350,KG,3510,,0,PAL,1001182819,76,7/24/2020
,ST1,D31-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,D31-04-B,CF08501BAC,PIPA LITE LX BAC W/BASE&2ND INSERT,12,7017060003,47.040,FT3,166.080,KG,3510,,0,PAL,1001095032,142,5/13/2020
0001,ST1,D32-02-A,CF08500ASP,PIPA LITE ASPEN W/BASE&2ND INSERT,12,7013730033,72.468,FT3,161.400,KG,3510,,0,PAL,1000864953,366,10/8/2019
0001,ST1,D32-02-B,CF03501FRT,PIPA FROST W/BASE,12,7019260010,72.468,FT3,170.400,KG,3510,,0,PAL,1001207387,57,8/12/2020
,ST1,D32-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,D32-03-B,CF03501FRT,PIPA FROST W/BASE,12,7019260025,72.468,FT3,170.400,KG,3510,,0,PAL,1001207390,57,8/12/2020
0001,ST1,D32-04-A,CF08501BIR,PIPA LITE LX BIRCH W/BASE&2ND INSERT,12,7019330008,70.200,FT3,166.080,KG,3510,,0,PAL,1001210362,56,8/13/2020
,ST1,D32-04-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,E01-02-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E01-02-B,ST12001FRT,TRIV FROST W/AD&RC,12,7015370024,63.960,FT3,179.400,KG,3510,,0,PAL,1001122454,120,2/6/2020
0001,ST1,E01-03-A,CF08501BIR,PIPA LITE LX BIRCH W/BASE&2ND INSERT,12,7019330011,70.200,FT3,166.080,KG,3510,,0,PAL,1001210363,56,8/13/2020
0001,ST1,E01-03-B,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400016,66.504,FT3,161.400,KG,3510,,0,PAL,1001228439,49,8/20/2020
0001,ST1,E01-04-A,TC11201OXF,COVE AIRE OXFORD W/TOPPER&SHEET,14,7013310029,71.694,FT3,221.060,KG,3510,,0,PAL,1000841096,388,9/13/2019
0001,ST1,E01-04-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019340026,72.468,FT3,170.400,KG,3510,,0,PAL,1001209842,56,8/13/2020
0001,ST1,E02-02-A,CS05103LAK,RAVA LAKE,9,7019940027,63.882,FT3,146.520,KG,3510,,0,PAL,1001274673,13,9/25/2020
,ST1,E02-02-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,E02-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E02-03-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760026,72.468,FT3,172.800,KG,3510,,0,PAL,1001263757,24,9/14/2020
0001,ST1,E02-04-A,CS05103LAK,RAVA LAKE,9,7019940028,63.882,FT3,146.520,KG,3510,,0,PAL,1001274651,13,9/25/2020
0001,ST1,E02-04-B,ST10502OXF,MIXX 2019 OXFORD W/ RING ADAPTER,12,7016200024,69.912,FT3,217.800,KG,3510,,0,PAL,1001091767,146,4/7/2020
0001,ST1,E03-02-A,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390019,70.200,FT3,166.080,KG,3510,,0,PAL,1001209415,56,8/13/2020
0001,ST1,E03-02-B,CF08508600CRB,PIPA LITE R CARBON W/BASE,12,7019030020,72.468,FT3,171.600,KG,3510,,0,PAL,1001189431,69,7/31/2020
0001,ST1,E03-03-A,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190010,72.184,FT3,221.060,KG,3510,,0,PAL,1000713875,488,6/7/2019
0001,ST1,E03-03-B,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190009,72.184,FT3,221.060,KG,3510,,0,PAL,1000713874,488,6/7/2019
0001,ST1,E03-04-A,ST13404BKA,MIXX NEXT BKA W/RING ADAPTER,12,7018050023,0.852,FT3,221.760,KG,3510,,0,PAL,1001136246,113,6/17/2020
0001,ST1,E03-04-B,ST08107THR,DEMI GROW THREADED W/RC&AD,9,7018940026,72.783,FT3,190.350,KG,3510,,0,PAL,1001182311,76,7/24/2020
,ST1,E04-02-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E04-02-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019340013,72.468,FT3,170.400,KG,3510,,0,PAL,1001209866,56,8/13/2020
,ST1,E04-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E04-03-B,CS05103LAK,RAVA LAKE,9,7019940034,63.882,FT3,146.520,KG,3510,,0,PAL,1001274636,13,9/25/2020
0001,ST1,E04-04-A,IF-02-001,PIPA BASE,42,7019110020,75.306,FT3,319.200,KG,3510,,0,PAL,1001190274,69,7/31/2020
0001,ST1,E04-04-B,ST12001FRT,TRIV FROST W/AD&RC,12,7015120022,63.960,FT3,179.400,KG,3510,,0,PAL,1001091582,146,1/17/2020
,ST1,E05-02-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E05-02-B,CF08508600CRB,PIPA LITE R CARBON W/BASE,12,7019030021,72.468,FT3,171.600,KG,3510,,0,PAL,1001189429,69,7/31/2020
0001,ST1,E05-03-A,CS05103LAK,RAVA LAKE,9,7019940024,63.882,FT3,146.520,KG,3510,,0,PAL,1001274829,13,9/25/2020
0001,ST1,E05-03-B,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190031,72.184,FT3,221.060,KG,3510,,0,PAL,1000713869,488,6/7/2019
0001,ST1,E05-04-A,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400024,66.504,FT3,161.400,KG,3510,,0,PAL,1001228442,49,8/20/2020
0001,ST1,E05-04-B,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400030,66.504,FT3,161.400,KG,3510,,0,PAL,1001228443,49,8/20/2020
0001,ST1,E06-02-A,CF08500ASP,PIPA LITE ASPEN W/BASE&2ND INSERT,12,7013730035,72.468,FT3,161.400,KG,3510,,0,PAL,1000864951,366,10/8/2019
0001,ST1,E06-02-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019760023,72.468,FT3,172.800,KG,3510,,0,PAL,1001263751,24,9/14/2020
,ST1,E06-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,E06-03-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E06-04-A,CS05103LAK,RAVA LAKE,9,7019940032,63.882,FT3,146.520,KG,3510,,0,PAL,1001274632,13,9/25/2020
,ST1,E06-04-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E07-02-A,CF03501FRT,PIPA FROST W/BASE,12,7019740021,72.468,FT3,170.400,KG,3510,,0,PAL,1001261434,27,9/11/2020
0001,ST1,E07-03-A,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400021,66.504,FT3,161.400,KG,3510,,0,PAL,1001228440,49,8/20/2020
,ST1,E07-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E08-02-A,AD-08-001,UPPA ADAPTER,110,7019170018,66.330,FT3,30.580,KG,3510,,0,PAL,1001196458,64,8/5/2020
0001,ST1,E08-02-B,TB-20-001,WHEELED TRAVEL BAG,20,7020030016,62.220,FT3,144.800,KG,3510,,0,PAL,1001287506,1,10/7/2020
0001,ST1,E08-03-A,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190025,72.184,FT3,221.060,KG,3510,,0,PAL,1000713866,488,6/7/2019
,ST1,E08-03-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E08-04-A,CF03501BIR,PIPA BIRCH W/BASE,12,7019730032,72.468,FT3,170.400,KG,3510,,0,PAL,1001261904,27,9/11/2020
0001,ST1,E08-04-B,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400022,66.504,FT3,161.400,KG,3510,,0,PAL,1001228441,49,8/20/2020
0001,ST1,E09-02-A,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390017,70.200,FT3,166.080,KG,3510,,0,PAL,1001209290,56,8/13/2020
0001,ST1,E09-02-B,ST08107THR,DEMI GROW THREADED W/RC&AD,9,7018940027,72.783,FT3,190.350,KG,3510,,0,PAL,1001182307,76,7/24/2020
0001,ST1,E09-03-A,TC04512ASP,SENA AIRE ASPEN W/SHEET,20,7018930022,74.160,FT3,294.400,KG,3510,,0,PAL,1001181551,76,7/24/2020
0001,ST1,E09-03-B,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190026,72.184,FT3,221.060,KG,3510,,0,PAL,1000713865,488,6/7/2019
0001,ST1,E09-04-A,CS05103LAK,RAVA LAKE,9,7019940025,63.882,FT3,146.520,KG,3510,,0,PAL,1001274827,13,9/25/2020
0001,ST1,E09-04-B,CF08501FRT,PIPA LITE LX FROST W/BASE&2ND INSERT,12,7019790010,72.468,FT3,166.080,KG,3510,,0,PAL,1001263675,24,9/14/2020
0001,ST1,E10-02-A,ST09401FRT,PEPP NEXT FROST W/AD&SY,12,7015130023,65.172,FT3,149.760,KG,3510,,0,PAL,1000971994,265,1/17/2020
0001,ST1,E10-02-B,AD-08-001,UPPA ADAPTER,110,7019170020,66.330,FT3,30.580,KG,3510,,0,PAL,1001196445,64,8/5/2020
0001,ST1,E10-03-A,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190027,72.184,FT3,221.060,KG,3510,,0,PAL,1000713864,488,6/7/2019
0001,ST1,E10-03-B,ST08107THR,DEMI GROW THREADED W/RC&AD,9,7018940028,72.783,FT3,190.350,KG,3510,,0,PAL,1001182189,76,7/24/2020
,ST1,E10-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E10-04-B,IF-02-001,PIPA BASE,42,7017620003,75.306,FT3,319.200,KG,3510,,0,PAL,1001116895,125,6/5/2020
0001,ST1,E11-02-A,CF03501FRT,PIPA FROST W/BASE,12,7019740015,72.468,FT3,170.400,KG,3510,,0,PAL,1001261606,27,9/11/2020
0001,ST1,E11-02-B,ST12003ELL,TRIV ELLIS W/AD&AP&RC,12,7015100028,64.068,FT3,193.200,KG,3510,,0,PAL,1000970698,266,1/16/2020
0001,ST1,E11-03-A,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400033,66.504,FT3,161.400,KG,3510,,0,PAL,1001275992,13,8/20/2020
,ST1,E11-03-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E11-04-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019340009,72.468,FT3,170.400,KG,3510,,0,PAL,1001209915,56,8/13/2020
0001,ST1,E11-04-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019340004,72.468,FT3,170.400,KG,3510,,0,PAL,1001209912,56,8/13/2020
0001,ST1,E12-02-A,TC04512GRN,SENA AIRE GRANITE W/SHEET,20,7019230022,74.160,FT3,294.400,KG,3510,,0,PAL,1001197979,63,8/6/2020
0001,ST1,E12-02-B,STC03900CHC,IVVI TOTL CHARCOAL W/FT&CC&AD&RC&SH,5,7003900038,57.290,FT3,152,KG,3510,,0,PAL,1001091502,146,9/1/2017
0001,ST1,E12-03-A,CF08501OXF,PIPA LITE LX OXFORD W/BASE&2ND INSERT,12,7019770001,72.468,FT3,166.080,KG,3510,,0,PAL,1001266009,22,9/15/2020
,ST1,E12-03-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E12-04-A,CS05103LAK,RAVA LAKE,9,7019940031,63.882,FT3,146.520,KG,3510,,0,PAL,1001274634,13,9/25/2020
0001,ST1,E12-04-B,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390013,70.200,FT3,166.080,KG,3510,,0,PAL,1001209417,56,8/13/2020
0001,ST1,E13-02-A,CF03501FRT,PIPA FROST W/BASE,12,7019740022,72.468,FT3,170.400,KG,3510,,0,PAL,1001261412,27,9/11/2020
0001,ST1,E13-02-B,CF03501FRT,PIPA FROST W/BASE,12,7019260030,72.468,FT3,170.400,KG,3510,,0,PAL,1001207381,57,8/12/2020
0001,ST1,E13-03-A,CF08501FRT,PIPA LITE LX FROST W/BASE&2ND INSERT,12,7019790009,72.468,FT3,166.080,KG,3510,,0,PAL,1001263676,24,9/14/2020
0001,ST1,E13-03-B,CF03501BIR,PIPA BIRCH W/BASE,12,7019730034,72.468,FT3,170.400,KG,3510,,0,PAL,1001261907,27,9/11/2020
0001,ST1,E13-04-A,CS05103LAK,RAVA LAKE,9,7019940026,63.882,FT3,146.520,KG,3510,,0,PAL,1001274675,13,9/25/2020
0001,ST1,E13-04-B,CF03501BIR,PIPA BIRCH W/BASE,12,7019730033,72.468,FT3,170.400,KG,3510,,0,PAL,1001261905,27,9/11/2020
0001,ST1,E14-02-A,ST12003ELL,TRIV ELLIS W/AD&AP&RC,12,7015100024,64.068,FT3,193.200,KG,3510,,0,PAL,1000970682,266,1/16/2020
0001,ST1,E14-02-B,ST13411GRN,MIXX NEXT GRANITE W/RING ADAPTER,12,7018960009,61.872,FT3,225.360,KG,3510,,0,PAL,1001182172,76,7/24/2020
0001,ST1,E14-03-A,CF08500CVR,PIPA LITE CAVIAR W/BASE&2ND INSERT,12,7019400026,66.504,FT3,161.400,KG,3510,,0,PAL,1001228447,49,8/20/2020
0001,ST1,E14-03-B,ST13411GRN,MIXX NEXT GRANITE W/RING ADAPTER,12,7018960027,61.872,FT3,225.360,KG,3510,,0,PAL,1001182171,76,7/24/2020
0001,ST1,E14-04-A,IF-02-001,PIPA BASE,42,7019110031,75.306,FT3,319.200,KG,3510,,0,PAL,1001190262,69,7/31/2020
0001,ST1,E14-04-B,IF-02-001,PIPA BASE,42,7017600024,75.306,FT3,319.200,KG,3510,,0,PAL,1001116868,125,6/5/2020
0001,ST1,E15-02-A,CF03501FRT,PIPA FROST W/BASE,12,7019740023,72.468,FT3,170.400,KG,3510,,0,PAL,1001261394,27,9/11/2020
,ST1,E15-02-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E15-02-C,CF08501BAC,PIPA LITE LX BAC W/BASE&2ND INSERT,12,7017060001,47.040,FT3,166.080,KG,3510,,0,PAL,1001095018,142,5/13/2020
0001,ST1,E15-03-A,CF08501GRN,PIPA LITE LX GRANITE W/BASE&2ND INSERT,12,7019390015,70.200,FT3,166.080,KG,3510,,0,PAL,1001208971,56,8/13/2020
0001,ST1,E15-03-B,CF08501BAC,PIPA LITE LX BAC W/BASE&2ND INSERT,12,7017050003,47.040,FT3,166.080,KG,3510,,0,PAL,1001091500,146,5/13/2020
0001,ST1,E15-03-C,CS05103LAK,RAVA LAKE,9,7019940033,63.882,FT3,146.520,KG,3510,,0,PAL,1001274580,13,9/25/2020
0001,ST1,E15-04-A,IF-02-001,PIPA BASE,42,7019100014,75.306,FT3,319.200,KG,3510,,0,PAL,1001190247,69,7/31/2020
0001,ST1,E15-04-B,ST08107THR,DEMI GROW THREADED W/RC&AD,9,7018940025,72.783,FT3,190.350,KG,3510,,0,PAL,1001182889,76,7/24/2020
,ST1,E15-04-C,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E16-02-A,CF03501FRT,PIPA FROST W/BASE,12,7019740027,72.468,FT3,170.400,KG,3510,,0,PAL,1001261256,27,9/11/2020
0001,ST1,E16-02-B,CS07007LAK,AACE LAKE W/STARTER KIT,17,7019620030,76.840,FT3,175.100,KG,3510,,0,PAL,1001243604,42,8/27/2020
0001,ST1,E16-02-C,CF03501FRT,PIPA FROST W/BASE,12,7019740026,72.468,FT3,170.400,KG,3510,,0,PAL,1001261300,27,9/11/2020
,ST1,E16-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,E16-03-B,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190011,72.184,FT3,221.060,KG,3510,,0,PAL,1000713867,488,6/7/2019
0001,ST1,E16-03-C,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190012,72.184,FT3,221.060,KG,3510,,0,PAL,1000713868,488,6/7/2019
0001,ST1,E16-04-A,IF-02-001,PIPA BASE,42,7017610022,75.306,FT3,319.200,KG,3510,,0,PAL,1001116860,125,6/5/2020
0001,ST1,E16-04-B,IF-02-001,PIPA BASE,42,7017620002,75.306,FT3,319.200,KG,3510,,0,PAL,1001116861,125,6/5/2020
0001,ST1,E16-04-C,CS05103LAK,RAVA LAKE,9,7019940036,63.882,FT3,146.520,KG,3510,,0,PAL,1001274600,13,9/25/2020
0001,ST1,E17-02-A,CF08508600CRB,PIPA LITE R CARBON W/BASE,12,7019030024,72.468,FT3,171.600,KG,3510,,0,PAL,1001189423,69,7/31/2020
0001,ST1,E17-02-B,CF03501FRT,PIPA FROST W/BASE,12,7019740030,72.468,FT3,170.400,KG,3510,,0,PAL,1001261226,27,9/11/2020
0001,ST1,E17-03-A,CF03501FRT,PIPA FROST W/BASE,12,7019740024,72.468,FT3,170.400,KG,3510,,0,PAL,1001261345,27,9/11/2020
0001,ST1,E17-03-B,CF03501FRT,PIPA FROST W/BASE,12,7019740025,72.468,FT3,170.400,KG,3510,,0,PAL,1001261342,27,9/11/2020
0001,ST1,E17-04-A,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190020,72.184,FT3,221.060,KG,3510,,0,PAL,1000713878,488,6/7/2019
0001,ST1,E17-04-B,TC11202THR,COVE AIRE THREADED W/TOPPER&SHEET,14,7011190017,72.184,FT3,221.060,KG,3510,,0,PAL,1000713876,488,6/7/2019
0001,ST1,E18-02-A,CF03501FRT,PIPA FROST W/BASE,12,7019740031,72.468,FT3,170.400,KG,3510,,0,PAL,1001261225,27,9/11/2020
0001,ST1,E18-02-B,CF03501FRT,PIPA FROST W/BASE,12,7019740029,72.468,FT3,170.400,KG,3510,,0,PAL,1001261228,27,9/11/2020
